ID,国語,数学,英語,理科,社会,体育
20101347,91,19,99,89,69,96
20101348,77,74,1,17,16,15
20101349,78,71,25,29,22,92
20101350,27,31,77,74,42,90
20101351,55,11,64,87,79,61
20101352,19,74,62,17,81,87
20101353,48,88,75,55,2,86
20101354,87,96,71,74,80,74
20101355,18,80,39,10,71,86
20101356,48,16,4,6,79,19
20101357,92,32,7,59,35,53
20101358,83,99,99,11,77,46
20101359,37,65,39,42,19,61
20101360,48,83,30,63,71,87
20101361,16,29,88,94,60,29
20101362,76,59,90,80,50,44
20101363,39,31,56,59,13,93
20101364,30,31,48,53,11,64
20101365,93,87,24,52,75,7
20101366,95,46,17,60,49,51
20101367,80,8,56,10,5,45
20101368,2,13,80,92,4,59
20101369,82,57,96,17,90,19
20101370,47,3,41,87,53,38
20101371,11,76,4,75,45,68
20101372,5,47,12,95,77,33
20101373,37,88,30,65,86,23
20101374,64,71,39,12,3,94
20101375,19,64,66,60,89,95
20101376,80,26,75,45,54,11
20101377,63,15,44,64,2,8
20101378,40,89,14,86,81,18
20101379,56,48,31,68,24,2
20101380,87,81,40,6,13,23
20101381,39,92,80,81,99,50
20101382,76,37,44,58,61,12
20101383,92,61,75,90,98,38
20101384,18,76,27,97,55,21
20101385,96,16,41,61,37,90
20101386,90,29,86,5,78,89
20101387,85,18,88,21,59,15
20101388,59,55,75,1,84,90
20101389,63,42,19,76,76,78
20101390,56,38,75,98,91,57
20101391,9,29,10,41,76,13
20101392,59,44,53,82,86,87
20101393,69,55,64,2,2,29
20101394,4,13,30,18,57,70
20101395,87,35,88,21,86,62
20101396,90,15,11,92,47,97
20101397,23,75,26,9,95,59
20101398,86,18,41,89,70,59
20101399,20,94,5,11,96,45
20101400,83,69,33,13,70,93
20101401,28,1,87,13,27,27
20101402,77,97,65,40,81,76
20101403,39,33,99,62,56,2
20101404,24,16,94,41,86,93
20101405,11,79,47,23,88,86
20101406,1,83,26,51,84,28
20101407,47,29,88,14,86,76
20101408,33,90,19,7,28,54
20101409,10,72,82,4,25,61
20101410,78,91,4,49,60,88
20101411,98,26,44,14,13,17
20101412,76,57,50,81,79,0
20101413,6,93,73,45,52,36
20101414,61,23,49,44,4,10
20101415,79,14,25,63,76,76
20101416,15,1,31,63,79,17
20101417,89,70,69,79,94,18
20101418,87,94,20,29,28,11
20101419,68,29,63,42,38,72
20101420,57,82,10,20,27,0
20101421,55,23,35,7,17,21
20101422,84,59,94,37,86,32
20101423,29,85,43,70,78,52
20101424,12,62,86,90,95,80
20101425,21,54,21,7,72,82
20101426,6,88,84,80,71,56
20101427,74,44,3,33,66,66
20101428,18,83,3,15,77,95
20101429,73,65,6,55,57,5
20101430,44,74,38,69,20,64
20101431,52,69,26,35,19,78
20101432,1,54,11,76,66,17
20101433,48,50,5,79,26,94
20101434,62,64,17,80,53,18
20101435,67,22,68,61,46,98
20101436,96,66,78,2,42,68
20101437,87,45,28,50,48,80
20101438,47,42,69,53,91,33
20101439,73,94,35,39,62,30
20101440,17,69,94,3,33,72
20101441,43,98,86,42,33,44
20101442,0,66,13,28,10,1
20101443,3,52,48,58,21,30
20101444,63,17,26,12,89,68
20101445,66,36,98,51,59,32
20101446,85,81,23,65,81,1
20101447,15,65,68,58,73,97
20101448,63,39,97,55,72,44
20101449,12,62,55,26,51,42
20101450,57,70,97,17,87,24
20101451,58,7,83,55,50,62
20101452,47,63,77,83,47,18
20101453,60,15,54,21,9,74
20101454,52,68,91,14,8,76
20101455,72,14,5,85,99,42
20101456,76,81,78,20,61,12
20101457,12,78,34,92,27,26
20101458,87,44,89,76,39,38
20101459,54,25,98,51,86,24
20101460,97,66,31,43,9,90
20101461,82,4,79,94,21,56
20101462,9,83,10,73,68,99
20101463,97,59,62,5,27,85
20101464,97,91,60,50,30,83
20101465,72,70,16,91,71,13
20101466,56,77,57,22,95,74
20101467,9,49,39,46,11,30
20101468,30,4,52,49,10,81
20101469,37,61,99,85,77,51
20101470,49,96,93,25,56,28
20101471,6,17,43,67,16,68
20101472,35,25,92,58,54,10
20101473,65,73,9,14,1,96
20101474,81,64,71,37,81,15
20101475,93,40,95,58,61,11
20101476,66,17,14,12,29,5
20101477,11,93,86,67,29,46
20101478,55,82,15,40,5,9
20101479,24,39,94,89,65,52
20101480,40,93,98,57,56,86
20101481,54,37,5,18,22,6
20101482,14,97,69,32,47,42
20101483,83,56,6,98,65,98
20101484,9,8,81,57,57,28
20101485,11,68,18,11,20,25
20101486,9,25,48,42,65,31
20101487,95,36,62,16,69,18
20101488,15,43,85,70,39,10
20101489,12,58,5,50,79,83
20101490,40,95,76,11,14,74
20101491,28,13,21,73,74,9
20101492,26,74,45,1,4,6
20101493,94,8,1,78,88,72
20101494,39,7,76,91,19,99
20101495,29,14,29,38,6,29
20101496,67,51,67,44,45,80
20101497,31,2,0,66,83,24
20101498,65,2,36,80,39,99
20101499,54,48,87,42,1,36
20101500,26,34,7,78,46,69
20101501,3,37,50,24,70,28
20101502,11,21,81,20,61,70
20101503,22,75,94,26,0,4
20101504,45,36,78,50,48,59
20101505,14,57,95,19,6,55
20101506,90,74,5,95,61,0
20101507,76,50,64,66,8,79
20101508,20,6,97,31,72,58
20101509,59,14,67,44,53,87
20101510,80,98,11,68,90,34
20101511,56,97,55,0,88,67
20101512,33,24,82,35,58,32
20101513,46,66,80,12,2,91
20101514,73,70,71,16,1,73
20101515,93,13,67,50,39,55
20101516,55,33,61,40,90,17
20101517,22,73,53,40,48,2
20101518,74,0,65,89,41,63
20101519,2,68,57,35,16,19
20101520,64,30,1,12,46,48
20101521,72,93,72,68,7,63
20101522,38,57,58,25,13,80
20101523,12,97,7,59,87,11
20101524,57,34,6,27,91,54
20101525,43,18,21,3,96,49
20101526,70,9,68,87,3,11
20101527,70,57,28,11,93,82
20101528,11,77,37,52,21,84
20101529,74,91,73,88,37,86
20101530,82,48,64,93,57,18
20101531,56,1,91,12,80,95
20101532,26,14,76,97,36,38
20101533,38,97,56,60,88,92
20101534,23,23,50,75,60,89
20101535,4,18,10,18,55,19
20101536,40,0,61,8,63,18
20101537,39,6,66,85,85,91
20101538,60,77,31,16,6,67
20101539,36,56,83,97,10,62
20101540,48,78,39,9,7,90
20101541,6,59,87,95,87,30
20101542,26,75,19,61,30,73
20101543,65,40,24,65,1,88
20101544,97,59,84,59,75,43
20101545,35,71,96,90,45,88
20101546,33,46,65,3,76,2
20101547,63,70,18,82,27,5
20101548,79,53,1,58,25,28
20101549,87,16,58,31,27,77
20101550,7,77,1,64,46,30
20101551,42,8,35,13,43,43
20101552,21,69,82,32,84,88
20101553,49,28,93,36,30,10
20101554,48,45,82,20,3,77
20101555,78,76,68,0,57,94
20101556,4,7,67,98,7,18
20101557,98,49,43,88,85,27
20101558,22,17,20,45,9,47
20101559,68,40,58,1,43,44
20101560,48,97,61,87,95,21
20101561,18,4,48,35,80,42
20101562,16,90,32,57,66,12
20101563,13,99,62,77,70,56
20101564,70,85,45,27,47,79
20101565,88,85,49,55,93,46
20101566,0,23,34,96,62,3
20101567,31,73,28,27,23,1
20101568,45,12,92,25,0,49
20101569,87,22,78,51,50,92
20101570,51,64,51,1,98,6
20101571,53,48,28,18,55,40
20101572,14,69,76,98,63,61
20101573,48,99,37,77,11,59
20101574,70,70,54,4,86,85
20101575,3,37,88,65,92,58
20101576,96,61,76,29,71,23
20101577,73,17,83,95,93,29
20101578,25,21,68,54,31,28
20101579,76,68,77,22,58,14
20101580,86,15,22,39,49,50
20101581,16,15,46,40,38,81
20101582,93,86,96,20,75,7
20101583,84,96,70,66,70,15
20101584,95,46,3,16,74,13
20101585,63,78,36,5,79,5
20101586,77,10,73,83,48,17
20101587,49,91,23,10,29,96
20101588,92,47,88,8,33,4
20101589,82,94,63,56,91,45
20101590,98,91,38,66,35,70
20101591,40,7,22,9,25,30
20101592,73,58,8,39,32,27
20101593,65,9,89,98,82,44
20101594,6,59,67,88,57,27
20101595,36,98,81,90,61,56
20101596,51,31,32,4,28,23
20101597,5,87,83,23,95,23
20101598,24,28,10,24,56,11
20101599,87,77,84,20,84,11
20101600,5,59,80,7,73,52
20101601,86,9,40,85,0,69
20101602,65,34,7,4,20,61
20101603,90,53,0,63,85,48
20101604,41,33,3,66,5,99
20101605,85,32,8,91,37,32
20101606,84,7,57,98,72,55
20101607,60,52,68,64,57,6
20101608,31,34,64,64,5,44
20101609,95,59,22,5,10,43
20101610,14,84,38,22,62,62
20101611,49,20,34,60,58,1
20101612,25,78,50,66,13,2
20101613,82,43,4,29,36,24
20101614,33,95,11,31,19,85
20101615,36,78,86,26,41,15
20101616,8,32,93,18,70,18
20101617,75,74,53,77,8,49
20101618,78,96,42,97,18,70
20101619,65,92,42,88,0,34
20101620,75,15,84,39,93,22
20101621,75,4,50,57,24,84
20101622,60,98,50,32,74,11
20101623,92,22,5,48,26,12
20101624,1,64,41,95,28,79
20101625,12,84,49,10,58,92
20101626,33,71,14,8,67,76
20101627,36,54,50,56,30,10
20101628,11,57,32,73,82,19
20101629,26,61,84,4,6,97
20101630,4,50,62,5,1,13
20101631,82,11,35,70,98,21
20101632,88,90,98,49,87,85
20101633,89,38,55,23,68,24
20101634,22,43,79,71,78,95
20101635,63,69,52,77,14,2
20101636,80,67,95,86,7,26
20101637,9,16,5,32,55,34
20101638,73,63,0,76,89,6
20101639,79,85,48,60,19,3
20101640,96,88,96,45,40,91
20101641,30,72,86,77,4,19
20101642,65,17,55,34,12,62
20101643,60,50,40,25,38,42
20101644,45,7,60,47,42,27
20101645,0,39,77,83,80,2
20101646,63,58,29,4,10,72
20101647,61,37,58,3,16,83
20101648,27,48,83,59,59,59
20101649,88,18,52,86,5,41
20101650,59,45,38,75,94,16
20101651,84,22,11,10,62,36
20101652,20,22,12,25,34,60
20101653,28,23,39,77,69,18
20101654,33,94,3,7,11,93
20101655,72,44,37,85,72,29
20101656,49,73,9,36,92,98
20101657,21,90,98,43,51,21
20101658,39,89,39,11,25,4
20101659,46,13,37,57,1,86
20101660,6,37,39,5,18,48
20101661,38,28,47,28,79,12
20101662,78,47,5,41,45,64
20101663,7,40,7,75,46,92
20101664,58,92,10,66,2,78
20101665,47,51,94,23,12,59
20101666,13,90,77,83,17,92
20101667,57,22,97,4,80,77
20101668,56,20,12,54,23,70
20101669,36,13,89,15,44,9
20101670,76,31,13,69,87,42
20101671,24,10,41,27,30,55
20101672,39,9,91,15,68,76
20101673,17,89,67,49,8,84
20101674,3,55,41,45,48,26
20101675,82,73,59,12,91,35
20101676,6,69,18,75,72,2
20101677,86,80,54,94,86,81
20101678,1,12,52,19,16,54
20101679,21,5,14,25,41,22
20101680,15,85,48,13,77,55
20101681,20,83,52,37,55,8
20101682,64,57,63,34,31,38
20101683,80,39,36,84,92,34
20101684,80,88,90,63,86,33
20101685,50,62,82,17,7,15
20101686,63,92,85,25,76,57
20101687,2,46,33,89,32,22
20101688,52,94,73,68,57,18
20101689,64,66,45,4,87,81
20101690,41,49,88,42,82,88
20101691,89,0,5,23,5,57
20101692,2,70,70,9,38,17
20101693,81,41,98,40,92,15
20101694,4,37,59,66,24,10
20101695,74,79,99,21,46,53
20101696,31,50,7,74,61,12
20101697,41,59,1,97,22,45
20101698,22,12,4,58,65,68
20101699,51,81,93,28,47,53
20101700,80,51,69,13,79,82
20101701,47,63,97,84,34,37
20101702,97,53,70,72,69,34
20101703,5,19,85,28,50,75
20101704,38,11,2,70,55,17
20101705,99,57,99,84,17,62
20101706,60,37,77,47,28,90
20101707,29,61,44,82,29,84
20101708,38,44,81,68,16,92
20101709,92,66,66,66,43,11
20101710,12,90,26,9,70,69
20101711,67,95,14,7,8,8
20101712,71,64,93,6,35,31
20101713,5,89,49,71,56,90
20101714,81,22,43,35,74,55
20101715,70,84,59,40,22,39
20101716,1,11,98,81,12,75
20101717,70,10,70,51,8,15
20101718,98,22,85,81,22,79
20101719,71,12,36,26,91,12
20101720,16,37,33,36,72,34
20101721,37,89,50,20,0,37
20101722,40,21,46,81,38,89
20101723,63,8,11,76,18,42
20101724,0,31,65,91,88,9
20101725,59,78,34,27,75,49
20101726,58,31,38,23,37,37
20101727,27,34,43,1,36,30
20101728,72,96,94,83,34,81
20101729,66,44,68,91,53,19
20101730,50,69,3,51,74,15
20101731,73,5,2,5,14,91
20101732,54,99,54,95,19,14
20101733,85,67,5,86,97,38
20101734,1,2,72,0,9,50
20101735,85,25,69,88,81,28
20101736,45,61,32,10,50,9
20101737,60,83,49,37,12,5
20101738,23,20,76,75,83,58
20101739,77,15,9,94,19,65
20101740,41,36,4,20,8,58
20101741,50,70,80,32,45,55
20101742,38,56,8,99,33,43
20101743,91,15,56,4,60,61
20101744,36,83,77,76,95,77
20101745,83,44,26,20,85,66
20101746,49,36,87,74,67,48
20101747,32,74,71,21,27,48
20101748,28,49,10,11,92,13
20101749,84,80,46,68,36,2
20101750,53,34,36,80,52,21
20101751,54,63,0,65,64,17
20101752,53,64,32,78,54,94
20101753,2,14,2,70,39,41
20101754,4,62,17,48,29,53
20101755,84,92,14,61,78,7
20101756,89,55,74,8,30,91
20101757,53,19,46,84,91,21
20101758,48,72,43,96,33,11
20101759,47,83,6,43,34,91
20101760,63,84,70,74,96,52
20101761,74,66,98,93,13,64
20101762,47,17,5,13,93,17
20101763,32,96,35,6,31,12
20101764,31,61,29,40,78,50
20101765,65,86,12,48,90,84
20101766,24,29,51,41,88,32
20101767,28,1,25,89,80,85
20101768,11,45,64,42,68,76
20101769,16,22,99,2,19,11
20101770,14,69,13,31,8,78
20101771,16,32,57,11,41,16
20101772,59,80,12,41,27,33
20101773,15,94,97,79,30,89
20101774,31,9,47,14,94,30
20101775,22,12,8,86,82,47
20101776,76,1,7,22,62,15
20101777,50,36,74,96,40,1
20101778,94,9,82,34,99,84
20101779,26,92,54,14,60,80
20101780,82,34,64,24,22,76
20101781,35,23,83,56,91,29
20101782,45,92,1,39,59,97
20101783,76,72,97,28,70,48
20101784,89,14,81,12,66,67
20101785,65,50,88,67,55,95
20101786,50,42,24,42,87,82
20101787,36,30,14,78,37,41
20101788,63,47,67,20,28,68
20101789,86,28,68,24,26,96
20101790,49,40,93,0,90,59
20101791,74,89,78,33,9,57
20101792,49,88,97,51,50,35
20101793,91,62,15,8,61,41
20101794,0,68,36,33,82,61
20101795,93,79,49,50,85,92
20101796,27,6,6,14,48,76
20101797,96,15,63,22,10,1
20101798,96,39,29,86,41,4
20101799,12,24,48,73,84,67
20101800,84,14,2,89,31,58
20101801,45,54,93,76,15,91
20101802,2,39,3,33,64,73
20101803,88,62,58,76,74,94
20101804,77,70,35,67,47,40
20101805,23,48,41,83,68,0
20101806,94,23,83,75,2,0
20101807,93,21,25,98,43,8
20101808,41,38,8,69,81,72
20101809,87,44,81,67,31,16
20101810,41,84,0,35,28,13
20101811,43,52,48,94,26,30
20101812,73,7,4,63,97,36
20101813,72,27,96,86,87,91
20101814,28,30,62,16,0,7
20101815,56,63,68,23,58,99
20101816,70,2,16,91,34,29
20101817,63,78,33,32,39,74
20101818,23,22,14,2,91,73
20101819,44,61,84,19,77,88
20101820,99,1,31,69,45,85
20101821,90,69,36,6,48,37
20101822,31,72,24,92,97,50
20101823,42,48,7,77,54,11
20101824,32,84,61,48,87,52
20101825,30,53,1,59,64,6
20101826,37,10,0,92,22,81
20101827,10,62,96,19,57,21
20101828,28,33,37,11,72,73
20101829,19,18,99,54,49,22
20101830,44,69,29,99,26,38
20101831,13,61,61,23,23,86
20101832,91,91,55,79,64,96
20101833,77,70,77,61,24,68
20101834,85,53,40,70,97,34
20101835,76,28,46,93,16,60
20101836,81,89,93,51,14,86
20101837,64,74,97,45,3,98
20101838,49,55,29,17,4,51
20101839,92,79,85,51,40,95
20101840,81,57,34,94,33,26
20101841,14,65,85,19,71,9
20101842,95,33,83,61,92,27
20101843,65,96,6,97,64,93
20101844,33,72,73,19,87,79
20101845,26,63,22,74,69,57
20101846,96,44,21,55,2,75
20101847,92,98,98,78,93,5
20101848,2,65,46,4,3,48
20101849,60,0,85,16,70,70
20101850,54,22,68,11,58,16
20101851,25,42,40,96,17,86
20101852,65,61,54,89,74,7
20101853,18,69,33,63,92,21
20101854,31,72,81,32,30,25
20101855,95,69,77,63,99,59
20101856,44,72,71,91,36,48
20101857,81,45,52,64,35,84
20101858,35,8,27,66,88,35
20101859,13,9,54,70,52,67
20101860,3,3,2,30,15,73
20101861,99,17,12,43,68,16
20101862,42,97,15,65,81,27
20101863,11,77,32,69,57,98
20101864,42,53,76,58,22,48
20101865,70,45,47,65,16,36
20101866,12,58,51,51,8,40
20101867,9,38,50,77,76,16
20101868,90,85,4,26,42,31
20101869,77,40,62,79,0,25
20101870,24,38,22,80,4,0
20101871,77,34,89,65,65,35
20101872,50,86,7,30,9,35
20101873,98,39,65,48,62,68
20101874,76,3,34,8,31,73
20101875,49,2,7,70,13,57
20101876,92,35,44,79,87,98
20101877,31,81,87,64,53,9
20101878,7,77,62,92,0,28
20101879,90,72,97,56,14,70
20101880,34,73,14,71,90,87
20101881,92,1,85,10,77,14
20101882,59,94,49,61,77,56
20101883,74,99,42,50,13,24
20101884,80,48,31,39,44,95
20101885,82,88,20,9,49,46
20101886,30,84,92,12,2,60
20101887,16,17,67,3,21,13
20101888,88,53,77,9,52,82
20101889,34,57,22,69,36,49
20101890,57,86,21,46,82,21
20101891,87,21,2,24,58,64
20101892,45,97,76,63,71,12
20101893,67,53,50,97,44,85
20101894,78,30,68,97,18,34
20101895,24,82,18,3,89,50
20101896,96,75,61,57,99,49
20101897,83,18,41,41,61,31
20101898,86,67,34,68,39,65
20101899,65,35,29,19,99,52
20101900,12,5,5,33,56,3
20101901,82,8,77,70,86,55
20101902,6,1,50,8,56,55
20101903,73,73,64,72,76,3
20101904,66,80,90,18,28,63
20101905,34,24,61,24,77,48
20101906,88,51,27,40,1,15
20101907,59,80,84,27,58,33
20101908,72,20,88,20,37,27
20101909,93,40,33,32,15,89
20101910,53,51,86,92,65,68
20101911,53,93,61,50,1,36
20101912,56,89,6,43,19,65
20101913,58,10,91,62,59,90
20101914,97,38,64,96,63,48
20101915,74,9,71,7,52,17
20101916,14,80,19,79,58,54
20101917,88,4,31,13,90,21
20101918,88,5,9,38,88,35
20101919,90,58,97,55,93,59
20101920,20,31,28,68,45,39
20101921,19,43,55,28,81,69
20101922,99,91,4,51,90,77
20101923,90,10,58,2,73,57
20101924,14,57,15,83,55,89
20101925,73,70,26,33,23,47
20101926,61,66,63,3,34,44
20101927,12,94,49,73,8,46
20101928,7,78,77,33,23,24
20101929,88,92,84,95,2,88
20101930,36,46,99,45,14,67
20101931,43,89,58,47,87,92
20101932,18,33,13,7,63,50
20101933,22,24,4,8,60,56
20101934,67,28,86,14,10,61
20101935,91,76,19,51,50,10
20101936,42,99,27,86,64,64
20101937,43,50,10,38,71,3
20101938,8,55,7,93,60,59
20101939,37,75,63,23,39,38
20101940,17,54,79,76,43,15
20101941,78,46,11,51,71,38
20101942,32,80,60,98,24,88
20101943,20,9,56,67,31,29
20101944,50,92,28,89,47,85
20101945,99,88,35,23,10,14
20101946,47,2,14,54,24,42
20101947,11,15,63,80,78,84
20101948,49,16,59,43,40,22
20101949,13,63,93,59,89,48
20101950,29,21,40,51,41,19
20101951,68,58,37,3,86,82
20101952,14,14,46,51,98,5
20101953,49,77,88,24,85,24
20101954,70,69,52,36,77,35
20101955,73,99,87,22,74,93
20101956,68,75,63,49,98,45
20101957,23,74,71,97,98,35
20101958,53,50,54,61,93,28
20101959,23,40,97,93,74,72
20101960,30,48,22,74,0,55
20101961,43,97,55,67,42,46
20101962,42,73,71,82,85,9
20101963,51,69,8,21,70,58
20101964,48,87,58,80,59,67
20101965,31,37,38,50,55,63
20101966,22,43,89,69,40,32
20101967,74,77,31,51,23,4
20101968,35,40,69,60,24,72
20101969,52,45,7,47,90,55
20101970,1,25,12,39,54,34
20101971,93,90,2,8,98,33
20101972,99,58,32,99,23,85
20101973,46,93,75,48,33,91
20101974,47,55,17,68,84,25
20101975,48,54,68,87,83,60
20101976,15,43,47,66,7,85
20101977,88,39,10,61,90,56
20101978,2,0,12,30,80,74
20101979,53,50,65,89,29,31
20101980,62,81,13,26,4,6
20101981,91,0,39,28,11,99
20101982,42,27,7,22,76,88
20101983,30,36,32,77,17,88
20101984,37,53,2,97,52,37
20101985,91,72,23,44,11,44
20101986,80,9,66,11,1,18
20101987,78,88,76,2,52,36
20101988,62,74,60,52,36,69
20101989,96,41,8,89,51,61
20101990,9,90,46,30,15,55
20101991,46,44,61,93,62,40
20101992,48,48,88,89,34,55
20101993,98,20,68,29,42,29
20101994,60,82,40,22,43,13
20101995,22,54,18,73,76,69
20101996,15,98,10,51,91,70
20101997,85,45,37,32,13,25
20101998,88,47,17,96,84,10
20101999,40,92,53,25,22,33
20102000,99,42,81,39,24,15
20102001,82,8,40,51,8,1
20102002,34,85,60,25,93,16
20102003,61,51,21,78,11,18
20102004,18,7,65,2,20,91
20102005,30,7,13,46,8,19
20102006,9,67,20,42,92,84
20102007,16,83,43,67,26,41
20102008,85,57,61,32,98,93
20102009,77,28,29,4,90,14
20102010,6,43,72,26,83,33
20102011,53,32,26,8,51,20
20102012,96,3,18,64,89,85
20102013,72,65,55,97,21,6
20102014,16,60,49,81,47,1
20102015,69,49,81,54,1,2
20102016,94,19,85,37,60,73
20102017,48,78,30,29,67,44
20102018,3,73,80,88,85,65
20102019,93,33,88,23,58,20
20102020,23,4,68,29,31,63
20102021,49,29,21,71,11,36
20102022,49,31,45,41,65,98
20102023,15,36,14,64,31,56
20102024,89,71,1,69,89,65
20102025,4,69,84,45,4,12
20102026,83,61,2,5,92,23
20102027,57,3,34,55,12,99
20102028,44,5,13,81,98,91
20102029,75,5,98,28,79,28
20102030,84,86,14,18,91,82
20102031,81,81,7,47,10,45
20102032,0,17,75,82,14,97
20102033,46,82,26,56,16,50
20102034,87,22,71,68,60,92
20102035,23,73,6,44,86,16
20102036,72,54,18,49,95,84
20102037,22,88,48,56,49,56
20102038,51,89,39,19,10,7
20102039,80,36,17,66,74,62
20102040,32,78,92,28,87,60
20102041,53,10,41,53,76,24
20102042,17,60,94,7,18,67
20102043,16,69,13,39,95,3
20102044,7,61,48,16,43,41
20102045,83,70,35,67,76,49
20102046,93,20,68,9,94,44
20102047,3,92,24,52,56,4
20102048,91,16,77,46,97,84
20102049,79,75,73,32,81,6
20102050,72,38,19,29,40,70
20102051,80,91,51,29,83,68
20102052,26,90,5,26,63,26
20102053,85,16,78,6,77,27
20102054,27,96,94,93,80,67
20102055,69,43,10,21,68,89
20102056,26,25,35,61,15,41
20102057,49,78,0,21,18,57
20102058,14,80,47,30,16,55
20102059,63,72,8,8,34,97
20102060,15,58,31,55,33,86
20102061,55,64,98,17,46,48
20102062,53,66,17,30,31,13
20102063,19,98,76,10,51,35
20102064,37,75,44,10,9,34
20102065,29,35,64,26,29,11
20102066,32,59,13,73,90,54
20102067,9,98,9,62,27,92
20102068,14,46,59,59,89,28
20102069,66,78,54,25,85,28
20102070,89,79,98,90,81,0
20102071,67,74,64,6,39,86
20102072,7,82,75,69,62,53
20102073,66,11,26,33,49,73
20102074,58,66,58,36,98,33
20102075,91,93,77,51,94,43
20102076,61,11,91,94,10,76
20102077,39,35,48,33,55,73
20102078,41,23,15,61,24,20
20102079,74,3,18,97,0,18
20102080,19,57,54,80,41,49
20102081,2,55,82,60,61,94
20102082,22,34,69,75,75,7
20102083,0,75,5,68,47,43
20102084,56,15,20,49,76,43
20102085,2,87,53,61,13,62
20102086,30,73,24,98,77,8
20102087,3,35,61,71,22,29
20102088,68,90,62,64,9,67
20102089,16,47,58,46,95,74
20102090,42,10,49,54,57,40
20102091,27,52,78,68,58,91
20102092,19,24,44,92,82,44
20102093,75,44,97,89,96,93
20102094,16,4,41,71,61,88
20102095,65,18,26,32,53,86
20102096,15,77,84,61,21,56
20102097,53,10,58,34,38,2
20102098,13,48,7,12,1,47
20102099,17,41,73,34,24,9
20102100,60,4,6,69,19,93
20102101,82,95,22,25,19,78
20102102,48,92,70,13,53,12
20102103,62,20,68,48,67,25
20102104,84,78,94,70,78,38
20102105,39,77,15,66,37,91
20102106,51,46,97,56,48,87
20102107,78,92,56,22,63,64
20102108,89,41,37,40,21,37
20102109,19,0,77,91,39,36
20102110,9,35,15,10,11,32
20102111,80,99,71,90,0,84
20102112,34,36,76,16,47,97
20102113,12,4,62,61,97,58
20102114,37,72,96,39,82,74
20102115,78,82,37,63,30,20
20102116,73,68,2,58,21,22
20102117,14,65,9,65,28,35
20102118,15,54,40,63,37,66
20102119,84,55,23,7,49,89
20102120,39,87,78,66,24,65
20102121,54,5,95,28,97,18
20102122,93,29,5,91,32,11
20102123,99,59,19,43,91,57
20102124,43,78,60,84,14,98
20102125,25,77,53,55,39,84
20102126,97,23,63,9,5,37
20102127,55,32,95,17,1,59
20102128,99,61,49,86,45,18
20102129,49,88,32,47,16,63
20102130,43,10,57,1,42,55
20102131,45,22,87,10,44,50
20102132,28,95,73,48,48,66
20102133,25,51,17,54,68,81
20102134,66,87,70,99,83,3
20102135,13,49,41,71,32,99
20102136,54,23,64,29,74,45
20102137,8,71,9,35,55,99
20102138,23,85,55,96,68,33
20102139,72,48,51,56,73,58
20102140,89,74,47,63,8,83
20102141,86,20,55,17,43,32
20102142,24,88,52,2,73,18
20102143,6,95,51,59,49,4
20102144,25,54,54,67,4,9
20102145,22,88,24,78,12,69
20102146,93,87,84,13,29,56
20102147,22,27,59,65,76,60
20102148,59,91,46,16,99,85
20102149,79,97,45,35,61,95
20102150,46,42,71,86,47,54
20102151,52,63,90,56,67,47
20102152,35,52,86,34,44,12
20102153,61,41,96,63,85,86
20102154,94,99,84,2,71,17
20102155,76,47,18,91,18,49
20102156,52,7,74,96,6,2
20102157,25,33,10,66,47,13
20102158,7,12,73,12,4,12
20102159,47,89,52,46,72,88
20102160,89,69,2,55,53,73
20102161,52,7,75,63,46,88
20102162,6,37,39,8,47,87
20102163,97,31,76,76,19,25
20102164,89,77,41,84,37,35
20102165,88,57,56,11,47,24
20102166,77,78,61,21,25,90
20102167,48,2,85,18,1,13
20102168,16,16,96,92,96,59
20102169,59,78,58,64,49,21
20102170,58,84,85,92,35,52
20102171,92,35,25,82,20,1
20102172,43,68,95,5,90,85
20102173,54,22,22,15,15,79
20102174,70,96,80,70,1,6
20102175,91,99,33,90,57,35
20102176,86,87,84,15,14,93
20102177,12,38,60,17,45,13
20102178,10,43,7,42,50,35
20102179,5,2,82,62,33,7
